,지역,처리방식,종류,세부종류,소계,재활용,소각,매립,기타
546,충남,재활용 가능자원 분리배출,재활용 잔재물,소계,24111.4,10993.6,11619.5,1498.0,0.3
547,충남,음식물류 폐기물 분리배출,소계,소계,182591.8,180354.6,97.0,0.0,2140.2
548,전북,합계,소계,소계,629715.5,292320.4,224832.3,82354.2,30208.6
549,전북,종량제방식 등 혼합배출,소계,소계,307251.2,13072.4,218040.2,76138.6,0.0
550,전북,종량제방식 등 혼합배출,가연성,소계,257430.7,12961.6,203434.3,41034.8,0.0
551,전북,종량제방식 등 혼합배출,가연성,폐지류,72949.0,1679.8,63182.1,8087.1,0.0
552,전북,종량제방식 등 혼합배출,가연성,폐합성수지류,70234.7,8722.7,52837.1,8674.9,0.0
553,전북,종량제방식 등 혼합배출,가연성,폐고무류,2800.5,63.4,2453.1,284.0,0.0
554,전북,종량제방식 등 혼합배출,가연성,폐섬유류,18195.2,50.8,15159.7,2984.7,0.0
555,전북,종량제방식 등 혼합배출,가연성,음식물류 폐기물,11890.0,72.8,9248.1,2569.1,0.0
556,전북,종량제방식 등 혼합배출,가연성,폐목재류,23862.6,1924.2,14771.9,7166.5,0.0
557,전북,종량제방식 등 혼합배출,가연성,기타,57498.7,447.9,45782.3,11268.5,0.0
558,전북,종량제방식 등 혼합배출,불연성,소계,49677.6,110.8,14573.7,34993.1,0.0
559,전북,종량제방식 등 혼합배출,불연성,폐금속류,10964.8,48.9,4179.2,6736.7,0.0
560,전북,종량제방식 등 혼합배출,불연성,폐유리류,15426.1,24.5,3388.0,12013.6,0.0
561,전북,종량제방식 등 혼합배출,불연성,폐토사류,1564.1,3.5,185.2,1375.4,0.0
562,전북,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,705.8,2.1,74.9,628.8,0.0
563,전북,종량제방식 등 혼합배출,불연성,연탄재,1376.4,0.1,176.5,1199.8,0.0
564,전북,종량제방식 등 혼합배출,불연성,기타,19640.4,31.7,6569.9,13038.8,0.0
565,전북,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),94.5,0.0,0.0,94.5,0.0
566,전북,종량제방식 등 혼합배출,기타(배출불명등),소계,48.4,0.0,32.2,16.2,0.0
567,전북,재활용 가능자원 분리배출,소계,소계,110798.8,98469.6,6115.9,6213.3,0.0
568,전북,재활용 가능자원 분리배출,폐지류,종이팩,3552.9,3552.9,0.0,0.0,0.0
569,전북,재활용 가능자원 분리배출,폐지류,기타,20911.4,20911.4,0.0,0.0,0.0
570,전북,재활용 가능자원 분리배출,고철류,소계,1703.5,1703.5,0.0,0.0,0.0
571,전북,재활용 가능자원 분리배출,금속캔,소계,1847.6,1847.6,0.0,0.0,0.0
572,전북,재활용 가능자원 분리배출,폐합성수지류,비닐류,3943.5,3943.5,0.0,0.0,0.0
573,전북,재활용 가능자원 분리배출,폐합성수지류,발포수지류,1707.1,1707.1,0.0,0.0,0.0
574,전북,재활용 가능자원 분리배출,폐합성수지류,PET병,7124.7,7124.7,0.0,0.0,0.0
575,전북,재활용 가능자원 분리배출,폐합성수지류,기타,3308.3,3308.3,0.0,0.0,0.0
576,전북,재활용 가능자원 분리배출,폐고무류,소계,102.3,102.3,0.0,0.0,0.0
577,전북,재활용 가능자원 분리배출,폐유리병류,소계,7598.3,7598.3,0.0,0.0,0.0
578,전북,재활용 가능자원 분리배출,폐의류,소계,2067.1,2067.1,0.0,0.0,0.0
579,전북,재활용 가능자원 분리배출,폐섬유류,소계,0.0,0.0,0.0,0.0,0.0
580,전북,재활용 가능자원 분리배출,조명폐기물,조명폐기물,278.3,278.3,0.0,0.0,0.0
581,전북,재활용 가능자원 분리배출,폐전지류,소계,149.4,149.4,0.0,0.0,0.0
582,전북,재활용 가능자원 분리배출,영농폐기물,농약용기류,485.3,485.3,0.0,0.0,0.0
583,전북,재활용 가능자원 분리배출,영농폐기물,폐비닐,22816.0,22816.0,0.0,0.0,0.0
584,전북,재활용 가능자원 분리배출,폐식용유,소계,4.0,4.0,0.0,0.0,0.0
585,전북,재활용 가능자원 분리배출,폐전기전자제품,소계,2120.1,2120.1,0.0,0.0,0.0
586,전북,재활용 가능자원 분리배출,폐가구류,소계,1017.2,1017.2,0.0,0.0,0.0
587,전북,재활용 가능자원 분리배출,기타,소계,2219.0,2219.0,0.0,0.0,0.0
588,전북,재활용 가능자원 분리배출,재활용 잔재물,소계,27842.8,15513.6,6115.9,6213.3,0.0
589,전북,음식물류 폐기물 분리배출,소계,소계,211665.5,180778.4,676.2,2.3,30208.6
590,전남,합계,소계,소계,650360.0,279818.6,178642.5,140473.1,51425.8
591,전남,종량제방식 등 혼합배출,소계,소계,343309.4,16584.6,161947.4,114743.4,50034.0
592,전남,종량제방식 등 혼합배출,가연성,소계,306137.2,15282.8,153585.3,90807.5,46461.6
593,전남,종량제방식 등 혼합배출,가연성,폐지류,81263.1,3097.4,33777.8,29813.0,14574.9
594,전남,종량제방식 등 혼합배출,가연성,폐합성수지류,68499.1,7249.5,29755.0,21798.0,9696.6
595,전남,종량제방식 등 혼합배출,가연성,폐고무류,4928.9,304.7,2922.7,1181.1,520.4
596,전남,종량제방식 등 혼합배출,가연성,폐섬유류,19794.7,538.8,15340.5,1834.0,2081.4
597,전남,종량제방식 등 혼합배출,가연성,음식물류 폐기물,65546.5,424.7,57167.8,5182.1,2771.9
598,전남,종량제방식 등 혼합배출,가연성,폐목재류,11820.1,1822.7,5600.8,3315.9,1080.7
599,전남,종량제방식 등 혼합배출,가연성,기타,54284.8,1845.0,9020.7,27683.4,15735.7
600,전남,종량제방식 등 혼합배출,불연성,소계,36684.9,1168.0,8129.8,23814.7,3572.4
601,전남,종량제방식 등 혼합배출,불연성,폐금속류,8163.6,640.0,2192.0,4325.9,1005.7
602,전남,종량제방식 등 혼합배출,불연성,폐유리류,9265.9,318.6,4205.2,3111.0,1631.1
603,전남,종량제방식 등 혼합배출,불연성,폐토사류,1731.8,71.2,616.4,944.1,100.1
604,전남,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,797.7,9.0,120.3,603.4,65.0
605,전남,종량제방식 등 혼합배출,불연성,연탄재,771.2,5.3,130.5,295.2,340.2
606,전남,종량제방식 등 혼합배출,불연성,기타,15954.7,123.9,865.4,14535.1,430.3
607,전남,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),230.0,111.6,3.2,115.2,0.0
608,전남,종량제방식 등 혼합배출,기타(배출불명등),소계,257.3,22.2,229.1,6.0,0.0
609,전남,재활용 가능자원 분리배출,소계,소계,110916.7,105173.8,2036.9,3459.7,246.3
610,전남,재활용 가능자원 분리배출,폐지류,종이팩,3642.4,3642.4,0.0,0.0,0.0
611,전남,재활용 가능자원 분리배출,폐지류,기타,22920.6,22920.6,0.0,0.0,0.0
612,전남,재활용 가능자원 분리배출,고철류,소계,1899.9,1899.9,0.0,0.0,0.0
613,전남,재활용 가능자원 분리배출,금속캔,소계,2328.0,2328.0,0.0,0.0,0.0
614,전남,재활용 가능자원 분리배출,폐합성수지류,비닐류,3941.2,3941.2,0.0,0.0,0.0
615,전남,재활용 가능자원 분리배출,폐합성수지류,발포수지류,2067.3,2067.3,0.0,0.0,0.0
616,전남,재활용 가능자원 분리배출,폐합성수지류,PET병,5241.6,5241.6,0.0,0.0,0.0
617,전남,재활용 가능자원 분리배출,폐합성수지류,기타,6174.1,6174.1,0.0,0.0,0.0
618,전남,재활용 가능자원 분리배출,폐고무류,소계,48.7,48.7,0.0,0.0,0.0
619,전남,재활용 가능자원 분리배출,폐유리병류,소계,5494.4,5494.4,0.0,0.0,0.0
620,전남,재활용 가능자원 분리배출,폐의류,소계,2143.3,2143.3,0.0,0.0,0.0
621,전남,재활용 가능자원 분리배출,폐섬유류,소계,27.0,27.0,0.0,0.0,0.0
622,전남,재활용 가능자원 분리배출,조명폐기물,조명폐기물,490.4,490.4,0.0,0.0,0.0
623,전남,재활용 가능자원 분리배출,폐전지류,소계,125.0,125.0,0.0,0.0,0.0
624,전남,재활용 가능자원 분리배출,영농폐기물,농약용기류,1218.9,1218.9,0.0,0.0,0.0
625,전남,재활용 가능자원 분리배출,영농폐기물,폐비닐,35025.3,35025.3,0.0,0.0,0.0
626,전남,재활용 가능자원 분리배출,폐식용유,소계,26.0,26.0,0.0,0.0,0.0
627,전남,재활용 가능자원 분리배출,폐전기전자제품,소계,2646.9,2646.9,0.0,0.0,0.0
628,전남,재활용 가능자원 분리배출,폐가구류,소계,4659.8,4659.8,0.0,0.0,0.0
629,전남,재활용 가능자원 분리배출,기타,소계,652.7,652.7,0.0,0.0,0.0
630,전남,재활용 가능자원 분리배출,재활용 잔재물,소계,10143.2,4400.3,2036.9,3459.7,246.3
631,전남,음식물류 폐기물 분리배출,소계,소계,196133.9,158060.2,14658.2,22270.0,1145.5
632,경북,합계,소계,소계,968655.9,403472.9,366501.8,191673.2,7008.0
633,경북,종량제방식 등 혼합배출,소계,소계,598750.4,63298.4,344117.4,186396.6,4938.0
634,경북,종량제방식 등 혼합배출,가연성,소계,436173.2,62055.4,321246.9,47932.9,4938.0
635,경북,종량제방식 등 혼합배출,가연성,폐지류,126099.9,11147.5,100385.7,14566.7,0.0
636,경북,종량제방식 등 혼합배출,가연성,폐합성수지류,127672.1,19147.8,93516.6,14897.4,110.3
637,경북,종량제방식 등 혼합배출,가연성,폐고무류,8012.1,659.0,6049.2,1303.9,0.0
638,경북,종량제방식 등 혼합배출,가연성,폐섬유류,20116.9,239.5,16979.3,2888.9,9.2
639,경북,종량제방식 등 혼합배출,가연성,음식물류 폐기물,27772.5,0.0,24594.2,3178.3,0.0
640,경북,종량제방식 등 혼합배출,가연성,폐목재류,41652.2,24234.5,10905.9,1693.3,4818.5
641,경북,종량제방식 등 혼합배출,가연성,기타,84847.5,6627.1,68816.0,9404.4,0.0
642,경북,종량제방식 등 혼합배출,불연성,소계,140181.7,954.4,12246.4,126980.9,0.0
643,경북,종량제방식 등 혼합배출,불연성,폐금속류,28167.1,421.1,3134.5,24611.5,0.0
644,경북,종량제방식 등 혼합배출,불연성,폐유리류,36998.0,429.9,6206.3,30361.8,0.0
645,경북,종량제방식 등 혼합배출,불연성,폐토사류,22958.2,0.0,377.2,22581.0,0.0
646,경북,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,3801.9,0.0,642.0,3159.9,0.0
647,경북,종량제방식 등 혼합배출,불연성,연탄재,5858.3,0.0,956.8,4901.5,0.0
648,경북,종량제방식 등 혼합배출,불연성,기타,42398.2,103.4,929.6,41365.2,0.0
649,경북,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),9623.6,0.0,642.4,8981.2,0.0
650,경북,종량제방식 등 혼합배출,기타(배출불명등),소계,12771.9,288.6,9981.7,2501.6,0.0
651,경북,재활용 가능자원 분리배출,소계,소계,132212.2,117201.4,12286.0,2724.8,0.0
652,경북,재활용 가능자원 분리배출,폐지류,종이팩,292.8,292.8,0.0,0.0,0.0
653,경북,재활용 가능자원 분리배출,폐지류,기타,27032.1,27032.1,0.0,0.0,0.0
654,경북,재활용 가능자원 분리배출,고철류,소계,2118.3,2118.3,0.0,0.0,0.0
655,경북,재활용 가능자원 분리배출,금속캔,소계,2528.6,2528.6,0.0,0.0,0.0
656,경북,재활용 가능자원 분리배출,폐합성수지류,비닐류,2193.4,2193.4,0.0,0.0,0.0
657,경북,재활용 가능자원 분리배출,폐합성수지류,발포수지류,1372.7,1372.7,0.0,0.0,0.0
658,경북,재활용 가능자원 분리배출,폐합성수지류,PET병,7958.1,7958.1,0.0,0.0,0.0
659,경북,재활용 가능자원 분리배출,폐합성수지류,기타,7850.5,7850.5,0.0,0.0,0.0
660,경북,재활용 가능자원 분리배출,폐고무류,소계,121.9,121.9,0.0,0.0,0.0
661,경북,재활용 가능자원 분리배출,폐유리병류,소계,9287.4,9287.4,0.0,0.0,0.0
662,경북,재활용 가능자원 분리배출,폐의류,소계,2640.7,2640.7,0.0,0.0,0.0
663,경북,재활용 가능자원 분리배출,폐섬유류,소계,1494.9,1494.9,0.0,0.0,0.0
664,경북,재활용 가능자원 분리배출,조명폐기물,조명폐기물,145.0,145.0,0.0,0.0,0.0
665,경북,재활용 가능자원 분리배출,폐전지류,소계,145.8,145.8,0.0,0.0,0.0
666,경북,재활용 가능자원 분리배출,영농폐기물,농약용기류,862.3,862.3,0.0,0.0,0.0
667,경북,재활용 가능자원 분리배출,영농폐기물,폐비닐,37158.2,37158.2,0.0,0.0,0.0
668,경북,재활용 가능자원 분리배출,폐식용유,소계,13.7,13.7,0.0,0.0,0.0
669,경북,재활용 가능자원 분리배출,폐전기전자제품,소계,4611.2,4611.2,0.0,0.0,0.0
670,경북,재활용 가능자원 분리배출,폐가구류,소계,2429.8,2429.8,0.0,0.0,0.0
671,경북,재활용 가능자원 분리배출,기타,소계,2825.5,2825.5,0.0,0.0,0.0
672,경북,재활용 가능자원 분리배출,재활용 잔재물,소계,19129.3,4118.5,12286.0,2724.8,0.0
673,경북,음식물류 폐기물 분리배출,소계,소계,237693.3,222973.1,10098.4,2551.8,2070.0
674,경남,합계,소계,소계,1224390.6,618250.8,408957.9,197181.9,0.0
675,경남,종량제방식 등 혼합배출,소계,소계,580754.0,20465.6,371480.3,188808.1,0.0
676,경남,종량제방식 등 혼합배출,가연성,소계,453706.0,19089.8,332854.9,101761.3,0.0
677,경남,종량제방식 등 혼합배출,가연성,폐지류,153666.0,3715.1,119550.3,30400.6,0.0
678,경남,종량제방식 등 혼합배출,가연성,폐합성수지류,113996.5,9937.0,77096.4,26963.1,0.0
679,경남,종량제방식 등 혼합배출,가연성,폐고무류,10788.3,49.0,8994.5,1744.8,0.0
680,경남,종량제방식 등 혼합배출,가연성,폐섬유류,30810.6,827.6,23621.6,6361.4,0.0
681,경남,종량제방식 등 혼합배출,가연성,음식물류 폐기물,46829.9,1220.0,36333.7,9276.2,0.0
682,경남,종량제방식 등 혼합배출,가연성,폐목재류,38442.5,2604.1,31042.8,4795.6,0.0
683,경남,종량제방식 등 혼합배출,가연성,기타,59172.2,737.0,36215.6,22219.6,0.0
684,경남,종량제방식 등 혼합배출,불연성,소계,85838.6,1239.2,22114.8,62484.6,0.0
685,경남,종량제방식 등 혼합배출,불연성,폐금속류,22594.8,488.4,10523.3,11583.1,0.0
686,경남,종량제방식 등 혼합배출,불연성,폐유리류,27261.1,577.8,9829.7,16853.6,0.0
687,경남,종량제방식 등 혼합배출,불연성,폐토사류,5982.2,59.0,179.9,5743.3,0.0
688,경남,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,5022.8,19.0,100.3,4903.5,0.0
689,경남,종량제방식 등 혼합배출,불연성,연탄재,1786.9,16.0,305.5,1465.4,0.0
690,경남,종량제방식 등 혼합배출,불연성,기타,23190.8,79.0,1176.1,21935.7,0.0
691,경남,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),22091.7,136.6,9397.3,12557.8,0.0
692,경남,종량제방식 등 혼합배출,기타(배출불명등),소계,19117.7,0.0,7113.3,12004.4,0.0
693,경남,재활용 가능자원 분리배출,소계,소계,344750.4,324370.6,16269.7,4110.1,0.0
694,경남,재활용 가능자원 분리배출,폐지류,종이팩,1103.6,1103.6,0.0,0.0,0.0
695,경남,재활용 가능자원 분리배출,폐지류,기타,127593.2,127593.2,0.0,0.0,0.0
696,경남,재활용 가능자원 분리배출,고철류,소계,15639.4,15639.4,0.0,0.0,0.0
697,경남,재활용 가능자원 분리배출,금속캔,소계,6629.6,6629.6,0.0,0.0,0.0
698,경남,재활용 가능자원 분리배출,폐합성수지류,비닐류,21652.6,21652.6,0.0,0.0,0.0
699,경남,재활용 가능자원 분리배출,폐합성수지류,발포수지류,3548.4,3548.4,0.0,0.0,0.0
700,경남,재활용 가능자원 분리배출,폐합성수지류,PET병,14871.4,14871.4,0.0,0.0,0.0
701,경남,재활용 가능자원 분리배출,폐합성수지류,기타,26991.1,26991.1,0.0,0.0,0.0
702,경남,재활용 가능자원 분리배출,폐고무류,소계,5873.3,5873.3,0.0,0.0,0.0
703,경남,재활용 가능자원 분리배출,폐유리병류,소계,19110.4,19110.4,0.0,0.0,0.0
704,경남,재활용 가능자원 분리배출,폐의류,소계,9188.1,9188.1,0.0,0.0,0.0
705,경남,재활용 가능자원 분리배출,폐섬유류,소계,21.8,21.8,0.0,0.0,0.0
706,경남,재활용 가능자원 분리배출,조명폐기물,조명폐기물,317.2,317.2,0.0,0.0,0.0
707,경남,재활용 가능자원 분리배출,폐전지류,소계,234.3,234.3,0.0,0.0,0.0
708,경남,재활용 가능자원 분리배출,영농폐기물,농약용기류,671.9,671.9,0.0,0.0,0.0
709,경남,재활용 가능자원 분리배출,영농폐기물,폐비닐,20996.4,20996.4,0.0,0.0,0.0
710,경남,재활용 가능자원 분리배출,폐식용유,소계,313.0,313.0,0.0,0.0,0.0
711,경남,재활용 가능자원 분리배출,폐전기전자제품,소계,8456.3,8456.3,0.0,0.0,0.0
712,경남,재활용 가능자원 분리배출,폐가구류,소계,18043.2,18043.2,0.0,0.0,0.0
713,경남,재활용 가능자원 분리배출,기타,소계,2978.1,2978.1,0.0,0.0,0.0
714,경남,재활용 가능자원 분리배출,재활용 잔재물,소계,40517.1,20137.3,16269.7,4110.1,0.0
715,경남,음식물류 폐기물 분리배출,소계,소계,298886.2,273414.6,21207.9,4263.7,0.0
716,제주,합계,소계,소계,412385.5,268493.2,131921.4,11970.8,0.1
717,제주,종량제방식 등 혼합배출,소계,소계,134845.2,0.0,124355.4,10489.8,0.0
718,제주,종량제방식 등 혼합배출,가연성,소계,121715.3,0.0,121339.1,376.2,0.0
719,제주,종량제방식 등 혼합배출,가연성,폐지류,36929.0,0.0,36929.0,0.0,0.0
720,제주,종량제방식 등 혼합배출,가연성,폐합성수지류,32604.9,0.0,32228.7,376.2,0.0
721,제주,종량제방식 등 혼합배출,가연성,폐고무류,1567.0,0.0,1567.0,0.0,0.0
722,제주,종량제방식 등 혼합배출,가연성,폐섬유류,10699.3,0.0,10699.3,0.0,0.0
723,제주,종량제방식 등 혼합배출,가연성,음식물류 폐기물,9543.3,0.0,9543.3,0.0,0.0
724,제주,종량제방식 등 혼합배출,가연성,폐목재류,13079.0,0.0,13079.0,0.0,0.0
725,제주,종량제방식 등 혼합배출,가연성,기타,17292.8,0.0,17292.8,0.0,0.0
726,제주,종량제방식 등 혼합배출,불연성,소계,9861.7,0.0,3016.3,6845.4,0.0
727,제주,종량제방식 등 혼합배출,불연성,폐금속류,1316.6,0.0,1316.6,0.0,0.0
728,제주,종량제방식 등 혼합배출,불연성,폐유리류,2214.1,0.0,1699.7,514.4,0.0
729,제주,종량제방식 등 혼합배출,불연성,폐토사류,0.0,0.0,0.0,0.0,0.0
730,제주,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.0,0.0,0.0,0.0,0.0
731,제주,종량제방식 등 혼합배출,불연성,연탄재,0.0,0.0,0.0,0.0,0.0
732,제주,종량제방식 등 혼합배출,불연성,기타,6331.0,0.0,0.0,6331.0,0.0
733,제주,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),3268.2,0.0,0.0,3268.2,0.0
734,제주,종량제방식 등 혼합배출,기타(배출불명등),소계,0.0,0.0,0.0,0.0,0.0
735,제주,재활용 가능자원 분리배출,소계,소계,193669.0,185265.9,7566.0,837.0,0.1
736,제주,재활용 가능자원 분리배출,폐지류,종이팩,98.4,98.4,0.0,0.0,0.0
737,제주,재활용 가능자원 분리배출,폐지류,기타,81842.7,81842.7,0.0,0.0,0.0
738,제주,재활용 가능자원 분리배출,고철류,소계,62409.9,62409.9,0.0,0.0,0.0
739,제주,재활용 가능자원 분리배출,금속캔,소계,2940.3,2940.3,0.0,0.0,0.0
740,제주,재활용 가능자원 분리배출,폐합성수지류,비닐류,3813.7,3813.7,0.0,0.0,0.0
741,제주,재활용 가능자원 분리배출,폐합성수지류,발포수지류,1337.5,1337.5,0.0,0.0,0.0
742,제주,재활용 가능자원 분리배출,폐합성수지류,PET병,4275.3,4275.3,0.0,0.0,0.0
743,제주,재활용 가능자원 분리배출,폐합성수지류,기타,6233.9,6233.9,0.0,0.0,0.0
744,제주,재활용 가능자원 분리배출,폐고무류,소계,0.0,0.0,0.0,0.0,0.0
745,제주,재활용 가능자원 분리배출,폐유리병류,소계,6920.9,6920.9,0.0,0.0,0.0
746,제주,재활용 가능자원 분리배출,폐의류,소계,1389.5,1389.5,0.0,0.0,0.0
747,제주,재활용 가능자원 분리배출,폐섬유류,소계,0.0,0.0,0.0,0.0,0.0
748,제주,재활용 가능자원 분리배출,조명폐기물,조명폐기물,154.9,154.9,0.0,0.0,0.0
749,제주,재활용 가능자원 분리배출,폐전지류,소계,79.4,79.4,0.0,0.0,0.0
750,제주,재활용 가능자원 분리배출,영농폐기물,농약용기류,348.4,348.4,0.0,0.0,0.0
751,제주,재활용 가능자원 분리배출,영농폐기물,폐비닐,5999.7,5999.7,0.0,0.0,0.0
752,제주,재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0,0.0,0.0,0.0
753,제주,재활용 가능자원 분리배출,폐전기전자제품,소계,7146.5,7146.5,0.0,0.0,0.0
754,제주,재활용 가능자원 분리배출,폐가구류,소계,0.0,0.0,0.0,0.0,0.0
755,제주,재활용 가능자원 분리배출,기타,소계,275.0,274.9,0.0,0.0,0.1
756,제주,재활용 가능자원 분리배출,재활용 잔재물,소계,8403.0,0.0,7566.0,837.0,0.0
757,제주,음식물류 폐기물 분리배출,소계,소계,83871.3,83227.3,0.0,644.0,0.0
